MEASURE USED:
value= max/count;
max=10000;
count= lru index;

hit rate = 5.893181422423444


max value is 40166.0
item	value	weight	take
780	12.0	24	false
781	12.0	9	false
782	12.0	15	false
783	12.0	29	false
784	12.0	45	false
785	12.0	27	false
786	12.0	34	false
787	12.0	34	false
788	12.0	16	false
789	12.0	6	false
790	12.0	10	false
791	12.0	47	false
792	12.0	13	false
793	12.0	3	false
794	12.0	43	false
795	12.0	7	false
796	12.0	37	false
797	12.0	23	false
798	12.0	21	false
799	12.0	33	false
800	12.0	47	false
801	12.0	47	false
802	12.0	50	false
803	12.0	11	false
804	12.0	49	false
805	12.0	17	false
806	12.0	27	false
807	12.0	40	false
808	12.0	2	false
809	12.0	28	false
810	12.0	37	false
811	12.0	12	false
812	12.0	21	false
813	12.0	16	false
814	12.0	42	false
815	12.0	21	false
816	12.0	11	false
817	12.0	1	false
818	12.0	18	false
819	12.0	27	false
820	12.0	43	false
821	12.0	14	false
822	12.0	3	false
823	12.0	22	false
824	12.0	35	false
825	12.0	38	false
826	12.0	32	false
827	12.0	47	false
828	12.0	38	false
829	12.0	1	false
830	12.0	18	false
831	12.0	4	false
832	12.0	19	false
833	12.0	35	false
834	11.0	34	false
835	11.0	29	false
836	11.0	50	false
837	11.0	35	false
838	11.0	40	false
839	11.0	19	false
840	11.0	38	false
841	11.0	39	false
842	11.0	13	false
843	11.0	32	false
844	11.0	31	false
845	11.0	47	false
846	11.0	18	false
847	11.0	8	false
848	11.0	29	false
849	11.0	43	false
850	11.0	8	false
851	11.0	18	false
852	11.0	12	false
853	11.0	24	false
854	11.0	6	false
855	11.0	42	false
856	11.0	34	false
857	11.0	24	false
858	11.0	23	false
859	11.0	6	false
860	11.0	24	false
861	11.0	22	false
862	11.0	28	false
863	11.0	46	false
864	11.0	18	false
865	11.0	16	false
866	11.0	3	false
867	11.0	26	false
868	11.0	4	false
869	11.0	34	false
870	11.0	46	false
871	11.0	36	false
872	11.0	27	false
873	11.0	25	false
874	11.0	46	false
875	11.0	7	false
876	11.0	18	false
877	11.0	27	false
878	11.0	9	false
879	11.0	46	false
880	11.0	41	false
881	11.0	24	false
882	11.0	3	false
883	11.0	17	false
884	11.0	11	false
885	11.0	32	false
886	11.0	36	false
887	11.0	28	false
888	11.0	47	false
889	11.0	24	false
890	11.0	16	false
891	11.0	36	false
892	11.0	19	false
893	11.0	2	false
894	11.0	15	false
895	11.0	38	false
896	11.0	1	false
897	11.0	18	false
898	11.0	29	false
899	11.0	16	false
900	11.0	7	false
901	11.0	5	false
902	11.0	37	false
903	11.0	2	false
904	11.0	2	false
905	11.0	39	false
906	11.0	10	false
907	11.0	21	false
908	11.0	34	false
909	11.0	4	false
910	10.0	28	false
911	10.0	28	false
912	10.0	3	false
913	10.0	35	false
914	10.0	48	false
915	10.0	33	false
916	10.0	23	false
917	10.0	25	false
918	10.0	13	false
919	10.0	48	false
920	10.0	45	false
921	10.0	47	false
922	10.0	38	false
923	10.0	39	false
924	10.0	48	false
925	10.0	5	false
926	10.0	45	false
927	10.0	44	false
928	10.0	28	false
929	10.0	22	false
930	10.0	27	false
931	10.0	16	false
932	10.0	33	false
933	10.0	8	false
934	10.0	31	false
935	10.0	41	false
936	10.0	5	false
937	10.0	2	false
938	10.0	48	false
939	10.0	38	false
940	10.0	34	false
941	10.0	2	false
942	10.0	5	false
943	10.0	47	false
944	10.0	15	false
945	10.0	13	false
946	10.0	19	false
947	10.0	4	false
948	10.0	29	false
949	10.0	27	false
950	10.0	35	false
951	10.0	46	false
952	10.0	20	false
953	10.0	17	false
954	10.0	9	false
955	10.0	47	false
956	10.0	36	false
957	10.0	11	false
958	10.0	16	false
959	10.0	45	false
960	10.0	13	false
961	10.0	26	false
962	10.0	47	false
963	10.0	15	false
964	10.0	46	false
965	10.0	45	false
966	10.0	6	false
967	10.0	44	false
968	10.0	42	false
969	10.0	37	false
970	10.0	14	false
971	10.0	8	false
972	10.0	21	false
973	10.0	4	false
974	10.0	48	false
975	10.0	49	false
976	10.0	26	false
977	10.0	24	false
978	10.0	14	false
979	10.0	47	false
980	10.0	19	false
981	10.0	28	false
982	10.0	50	false
983	10.0	9	false
984	10.0	1	false
985	10.0	23	false
986	10.0	19	false
987	10.0	47	false
988	10.0	19	false
989	10.0	19	false
990	10.0	41	false
991	10.0	26	false
992	10.0	17	false
993	10.0	26	false
994	10.0	48	false
995	10.0	49	false
996	10.0	16	false
997	10.0	15	false
998	10.0	6	false
999	10.0	46	false
1000	10.0	48	false
1001	9.0	1	false
1002	9.0	38	false
1003	9.0	4	false
1004	9.0	41	false
1005	9.0	30	false
1006	9.0	33	false
1007	9.0	3	false
1008	9.0	36	false
1009	9.0	10	false
1010	9.0	44	false
