MEASURE USED:
value=(max-count)*frequency;   per item in LRU list
max=10000;
count=index of item in lru list
frequency=number of occurences of the item

hit rate = 14.087415109828601


max value is 175519122
item	value	weight	take
1117	115479	6	false
1118	71056	11	false
1119	71048	27	false
1120	88800	42	false
1121	88790	19	false
1122	124292	41	false
1123	124278	50	false
1124	53256	42	false
1125	53250	30	false
1126	150858	39	false
1127	150841	33	false
1128	133080	43	false
1129	133065	14	false
1130	133050	34	false
1131	133035	36	false
1132	133020	49	false
1133	133005	28	false
1134	106392	7	false
1135	106380	13	false
1136	168416	16	false
1137	168397	30	false
1138	115206	47	false
1139	115193	34	false
1140	35440	34	false
1141	35436	47	false
1142	124012	11	false
1143	123998	38	false
1144	106272	6	false
1145	150535	6	false
1146	150518	1	true
1147	53118	38	false
1148	53112	11	false
1149	106212	19	false
1150	132750	3	false
1151	141584	7	false
1152	132720	10	false
1153	141552	46	false
1154	114998	33	false
1155	114985	44	false
1156	159192	3	false
1157	132645	10	false
1158	132630	6	false
1159	159138	3	false
1160	132600	14	false
1161	132585	47	false
1162	79542	46	false
1163	79533	21	false
1164	132540	9	false
1165	132525	32	false
1166	8834	12	false
1167	8833	40	false
1168	97152	47	false
1169	97141	38	false
1170	70640	10	false
1171	70632	12	false
1172	97108	19	false
1173	97097	16	false
1174	35304	40	false
1175	35300	50	false
1176	105888	7	false
1177	105876	14	false
1178	61754	30	false
1179	61747	41	false
1180	114660	6	false
1181	114647	46	false
1182	79362	23	false
1183	79353	2	false
1184	52896	35	false
1185	52890	42	false
1186	70512	35	false
1187	70504	11	false
1188	70496	50	false
1189	70488	18	false
1190	1066010	2	true
1191	1065889	37	false
1192	70464	36	false
1193	70456	43	false
1194	105672	15	false
1195	105660	13	false
1196	140864	28	false
1197	140848	24	false
1198	61614	21	false
1199	61607	13	false
1200	79200	35	false
1201	79191	14	false
1202	79182	14	false
1203	79173	16	false
1204	967560	39	false
1205	967450	42	false
1206	35176	17	false
1207	35172	44	false
1208	1573768	32	false
1209	1573589	33	false
1210	96690	17	false
1211	96679	4	false
1212	333944	19	false
1213	333906	15	false
1214	579876	40	false
1215	579810	4	true
1216	52704	17	false
1217	52698	7	false
1218	43910	2	false
1219	43905	34	false
1220	8780	27	false
1221	8779	1	false
1222	8778	34	false
1223	8777	39	false
1224	26328	39	false
1225	26325	28	false
1226	17548	39	false
1227	17546	10	false
1228	61404	3	false
1229	61397	35	false
1230	17540	18	false
1231	17538	44	false
1232	52608	43	false
1233	52602	39	false
1234	35064	6	false
1235	35060	44	false
1236	35056	2	false
1237	35052	36	false
1238	26286	32	false
1239	26283	40	false
1240	8760	31	false
1241	8759	41	false
1242	8758	32	false
1243	8757	26	false
1244	8756	42	false
1245	8755	8	false
1246	8754	16	false
1247	8753	30	false
1248	8752	46	false
1249	8751	22	false
1250	8750	35	false
1251	8749	50	false
1252	8748	2	false
1253	8747	50	false
1254	52476	34	false
1255	52470	14	false
1256	52464	37	false
1257	52458	49	false
1258	17484	25	false
1259	17482	16	false
1260	34960	9	false
1261	34956	8	false
1262	34952	6	false
1263	26211	45	false
1264	26208	45	false
1265	26205	50	false
1266	26202	41	false
1267	26199	6	false
1268	26196	24	false
1269	17462	17	false
1270	17460	6	false
1271	8729	33	false
1272	8728	12	false
1273	130905	17	false
1274	130890	36	false
1275	322825	42	false
1276	322788	10	false
1277	17446	10	false
1278	17444	48	false
1279	17442	34	false
1280	17440	17	false
1281	17438	38	false
1282	17436	35	false
1283	17434	5	false
1284	17432	10	false
1285	122010	34	false
1286	121996	13	false
1287	17426	24	false
1288	17424	31	false
1289	8711	47	false
1290	8710	31	false
1291	43545	29	false
1292	43540	2	false
1293	17414	49	false
1294	17412	29	false
1295	43525	24	false
1296	43520	37	false
1297	452556	31	false
1298	452504	43	false
1299	182721	44	false
1300	182700	44	false
1301	60893	11	false
1302	60886	14	false
1303	95667	30	false
1304	95656	44	false
1305	60865	26	false
1306	60858	26	false
1307	52158	14	false
1308	52152	41	false
1309	8691	33	false
1310	8690	16	false
1311	104268	43	false
1312	104256	1	false
1313	269297	48	false
1314	269266	23	false
1315	269235	2	true
1316	269204	6	false
1317	269173	25	false
1318	269142	2	true
1319	269111	15	false
1320	269080	42	false
1321	243012	48	false
1322	242984	10	false
1323	268987	15	false
1324	268956	34	false
1325	268925	34	false
1326	268894	48	false
1327	268863	44	false
1328	268832	36	false
1329	745706	19	false
1330	745620	45	false
1331	632837	29	false
1332	632764	29	false
1333	112671	46	false
1334	112658	14	false
1335	1161110	39	false
1336	1160976	20	false
1337	355183	19	false
1338	355142	50	false
1339	363762	19	false
1340	363720	3	false
1341	493563	25	false
1342	718614	39	false
1343	718531	9	false
1344	830976	16	false
1345	830880	2	true
1346	614434	48	false
1347	614363	13	false
1348	519120	26	false
1349	519060	50	false
1350	173000	13	false
1351	172980	20	false
1352	1150184	41	false
1353	1150051	41	false
1354	1193148	26	false
1355	1193010	31	false
1356	596436	49	false
1357	596367	1	true
1358	259260	37	false
1359	259230	37	false
1360	95040	29	false
1361	95029	43	false
1362	103656	22	false
1363	103644	31	false
1364	103632	50	false
1365	103620	26	false
1366	103608	2	false
1367	103596	21	false
1368	138112	23	false
1369	138096	41	false
1370	146710	50	false
1371	146693	24	false
1372	655728	11	false
1373	655652	41	false
1374	655576	31	false
1375	655500	26	false
1376	638176	35	false
1377	638102	14	false
1378	319014	19	false
1379	318977	44	false
1380	249980	22	false
1381	249951	44	false
1382	301630	12	false
1383	301595	36	false
1384	249864	18	false
1385	249835	1	true
1386	447928	4	false
1387	447876	27	false
1388	533944	30	false
1389	533882	41	false
1390	43050	39	false
1391	43045	18	false
1392	137728	36	false
1393	137712	49	false
1394	137696	21	false
1395	137680	12	false
1396	610884	34	false
1397	610813	41	false
1398	137632	28	false
1399	137616	9	false
1400	146200	41	false
1401	146183	46	false
1402	51588	21	false
1403	51582	49	false
1404	464184	25	false
1405	464130	5	false
1406	85940	47	false
1407	85930	5	false
1408	781872	23	false
1409	781781	21	false
1410	137440	27	false
1411	137424	17	false
1412	420812	42	false
1413	420763	3	true
1414	34344	33	false
1415	34340	13	false
1416	34336	43	false
1417	34332	34	false
1418	34328	34	false
1419	34324	33	false
1420	34320	38	false
1421	34316	17	false
1422	34312	36	false
1423	34308	46	false
1424	34304	37	false
1425	34300	3	false
1426	565884	36	false
1427	565818	15	false
1428	531464	29	false
1429	531402	30	false
1430	882710	10	false
1431	882607	26	false
1432	496944	40	false
1433	496886	39	false
1434	573922	13	false
1435	573855	34	false
1436	59948	35	false
