MEASURE USED:
max - lru_order
where max = 10000
lru_size  =  3000

hit rate = 8.176820318913405


max value is 1996045
item	value	weight	take
117	9883	31	false
118	9882	8	false
119	9881	1	true
120	9880	44	false
121	9879	29	false
122	9878	42	false
123	9877	24	false
124	9876	25	false
125	9875	8	false
126	9874	5	true
127	9873	46	false
128	9872	14	false
129	9871	46	false
130	9870	14	false
131	9869	12	false
132	9868	1	true
133	9867	32	false
134	9866	22	false
135	9865	25	false
136	9864	18	false
137	9863	27	false
138	9862	13	false
139	9861	18	false
140	9860	36	false
141	9859	49	false
142	9858	22	false
143	9857	49	false
144	9856	43	false
145	9855	8	false
146	9854	35	false
147	9853	44	false
148	9852	46	false
149	9851	43	false
150	9850	18	false
151	9849	23	false
152	9848	12	false
153	9847	2	true
154	9846	5	true
155	9845	43	false
156	9844	23	false
157	9843	34	false
158	9842	16	false
159	9841	42	false
160	9840	24	false
161	9839	18	false
162	9838	33	false
163	9837	29	false
164	9836	9	false
165	9835	49	false
166	9834	24	false
167	9833	38	false
168	9832	30	false
169	9831	24	false
170	9830	37	false
171	9829	34	false
172	9828	20	false
173	9827	13	false
174	9826	48	false
175	9825	46	false
176	9824	28	false
177	9823	43	false
178	9822	44	false
179	9821	41	false
180	9820	4	true
181	9819	32	false
182	9818	27	false
183	9817	32	false
184	9816	44	false
185	9815	28	false
186	9814	15	false
187	9813	39	false
188	9812	45	false
189	9811	32	false
190	9810	13	false
191	9809	16	false
192	9808	3	true
193	9807	12	false
194	9806	23	false
195	9805	49	false
196	9804	25	false
197	9803	4	true
198	9802	4	true
199	9801	13	false
200	9800	23	false
201	9799	12	false
202	9798	4	true
203	9797	38	false
204	9796	41	false
205	9795	7	false
206	9794	36	false
207	9793	25	false
208	9792	16	false
209	9791	32	false
210	9790	15	false
211	9789	40	false
212	9788	17	false
213	9787	49	false
214	9786	36	false
215	9785	13	false
216	9784	38	false
217	9783	24	false
218	9782	43	false
219	9781	20	false
220	9780	37	false
221	9779	30	false
222	9778	7	false
223	9777	21	false
224	9776	7	false
225	9775	34	false
226	9774	23	false
227	9773	19	false
228	9772	23	false
229	9771	32	false
230	9770	47	false
231	9769	27	false
232	9768	20	false
233	9767	4	true
234	9766	47	false
235	9765	22	false
236	9764	42	false
237	9763	4	true
238	9762	16	false
239	9761	5	true
240	9760	20	false
241	9759	36	false
242	9758	45	false
243	9757	3	true
244	9756	6	false
245	9755	41	false
246	9754	41	false
247	9753	3	true
248	9752	49	false
249	9751	33	false
250	9750	12	false
251	9749	32	false
252	9748	26	false
253	9747	47	false
254	9746	30	false
255	9745	9	false
256	9744	47	false
257	9743	15	false
258	9742	36	false
259	9741	14	false
260	9740	48	false
261	9739	40	false
262	9738	2	true
263	9737	16	false
264	9736	43	false
265	9735	5	true
266	9734	2	true
267	9733	8	false
268	9732	40	false
269	9731	30	false
270	9730	7	false
271	9729	7	false
272	9728	11	false
273	9727	22	false
274	9726	32	false
275	9725	10	false
276	9724	29	false
277	9723	16	false
278	9722	1	true
279	9721	39	false
280	9720	8	false
281	9719	25	false
282	9718	15	false
283	9717	23	false
284	9716	4	true
285	9715	43	false
286	9714	15	false
287	9713	47	false
288	9712	20	false
289	9711	39	false
290	9710	39	false
291	9709	44	false
292	9708	27	false
293	9707	4	true
294	9706	11	false
295	9705	34	false
296	9704	31	false
297	9703	37	false
298	9702	34	false
299	9701	43	false
300	9700	31	false
301	9699	5	true
302	9698	35	false
303	9697	18	false
304	9696	47	false
305	9695	37	false
306	9694	7	false
307	9693	10	false
308	9692	29	false
309	9691	2	true
310	9690	9	false
311	9689	24	false
312	9688	11	false
313	9687	2	true
314	9686	49	false
315	9685	27	false
316	9684	49	false
317	9683	34	false
318	9682	48	false
319	9681	22	false
320	9680	14	false
321	9679	37	false
322	9678	39	false
323	9677	48	false
324	9676	22	false
325	9675	36	false
326	9674	35	false
327	9673	9	false
328	9672	24	false
329	9671	3	true
330	9670	9	false
331	9669	35	false
332	9668	26	false
333	9667	49	false
334	9666	27	false
335	9665	36	false
336	9664	44	false
337	9663	14	false
338	9662	28	false
339	9661	25	false
340	9660	48	false
341	9659	7	false
342	9658	43	false
343	9657	36	false
344	9656	44	false
345	9655	41	false
346	9654	25	false
347	9653	47	false
348	9652	4	true
349	9651	48	false
350	9650	14	false
351	9649	37	false
352	9648	12	false
353	9647	8	false
354	9646	3	true
355	9645	22	false
356	9644	3	true
357	9643	6	false
358	9642	47	false
359	9641	3	true
360	9640	12	false
361	9639	40	false
362	9638	42	false
363	9637	17	false
364	9636	42	false
365	9635	45	false
366	9634	8	false
367	9633	42	false
368	9632	35	false
369	9631	23	false
370	9630	30	false
371	9629	31	false
372	9628	26	false
373	9627	23	false
374	9626	35	false
375	9625	32	false
376	9624	24	false
377	9623	28	false
378	9622	48	false
379	9621	43	false
380	9620	15	false
381	9619	44	false
382	9618	47	false
383	9617	49	false
384	9616	23	false
385	9615	50	false
386	9614	10	false
387	9613	22	false
388	9612	28	false
389	9611	23	false
390	9610	9	false
391	9609	5	true
392	9608	3	true
393	9607	2	true
394	9606	27	false
395	9605	29	false
396	9604	42	false
397	9603	9	false
398	9602	16	false
399	9601	45	false
400	9600	45	false
401	9599	29	false
402	9598	11	false
403	9597	11	false
404	9596	14	false
405	9595	25	false
406	9594	5	true
407	9593	17	false
408	9592	32	false
409	9591	5	true
410	9590	35	false
411	9589	3	true
412	9588	32	false
413	9587	19	false
414	9586	32	false
415	9585	48	false
416	9584	41	false
417	9583	14	false
418	9582	48	false
419	9581	45	false
420	9580	50	false
421	9579	21	false
422	9578	49	false
423	9577	47	false
424	9576	5	true
425	9575	20	false
426	9574	9	false
427	9573	41	false
428	9572	47	false
429	9571	5	true
430	9570	34	false
431	9569	14	false
432	9568	46	false
433	9567	5	true
434	9566	22	false
435	9565	28	false
436	9564	26	false
437	9563	25	false
438	9562	23	false
439	9561	16	false
440	9560	18	false
441	9559	38	false
442	9558	30	false
443	9557	48	false
444	9556	7	false
445	9555	42	false
446	9554	49	false
